Brand,Product Name,Category,Production Year ,Link to Product Pic,Wholesale Price (Ib),Market Price (Ib),Retial Profit Margin
Cargill Meat Solutions ,Bone-in Loin Pork Ribs,Ribs,2024,https://storage.googleapis.com/aysa-meats/Pork%20Bone-in%20Lion.jpeg,$2.05,$4.19,104.39%
Cargill Meat Solutions ,Boneless Loin Pork Chops,Pork Chops,2024,https://storage.googleapis.com/aysa-meats/Pork%20Boneless%20Lion.jpeg,$2.75,$5.89,114.18%
Cargill Meat Solutions ,Shoulder Blade Pork Chops,Pork Chops,2024,https://storage.googleapis.com/aysa-meats/Pork%20Shoulder%20Blade.jpeg,$1.60,$3.29,105.63%
Cargill Meat Solutions ,Shoulder Picnic Pork Chops,Pork Chops,2024,https://storage.googleapis.com/aysa-meats/Pork%20Shoulder%20Picnic%20.jpeg,$1.42,$2.99,110.56%
Cargill Meat Solutions ,Pork Belly,Belly,2024,https://storage.googleapis.com/aysa-meats/Pork%20Belly.jpeg,$2.90,$6.29,116.90%
Cargill Meat Solutions ,Bacon Bacon,Bacon,2024,https://storage.googleapis.com/aysa-meat-pics/Beef%20Bacon.jpeg,$3.30,$7.09,114.85%
Cargill Meat Solutions ,Pork Chops,Chops,2024,https://storage.googleapis.com/aysa-meats/Pork%20Chop.jpeg,$2.50,$4.89,95.60%
Cargill Meat Solutions ,Tenderloin Pork Chops,Pork Chops,2024,https://storage.googleapis.com/aysa-meats/Pork%20Tenderloin.jpeg,$3.80,$7.89,107.63%
Cargill Meat Solutions ,Sirloin Pork Chops,Pork Chops,2024,https://storage.googleapis.com/aysa-meats/Pork%20Sirloin.jpeg,$2.25,$4.19,86.22%
Cargill Meat Solutions ,Rib Racks Pork,Pork Ribs,2024,https://storage.cloud.google.com/aysa-meats/Pork%20Rib%20Racks.jpeg,$3.55,$7.39,108.17%
Cargill Meat Solutions ,Petite Racks Pork,Pork Ribs,2024,https://storage.googleapis.com/aysa-meats/Pork%20Petite%20Racks.jpeg,$3.80,$7.89,107.63%
Cargill Meat Solutions ,Jowl Pork,Jowl,2024,https://storage.googleapis.com/aysa-meats/Pork%20jowl.jpeg,$1.20,$2.49,107.50%
Cargill Meat Solutions ,Ground Pork,Ground,2024,https://storage.googleapis.com/aysa-meats/Pork%20Ground%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20.jpeg,$2.35,$4.19,78.30%
Cargill Meat Solutions ,Diced Pork,Diced,2024,https://storage.googleapis.com/aysa-meats/Pork%20diced%20.jpeg,$2.50,$4.49,79.60%
Cargill Meat Solutions ,Bone-in Loin Pork Ribs,Ribs,2023,https://storage.googleapis.com/aysa-meats/Pork%20Bone-in%20Lion.jpeg,$2.05,$4.19,104.39%
Cargill Meat Solutions ,Boneless Loin Pork Chops,Pork Chops,2023,https://storage.googleapis.com/aysa-meats/Pork%20Boneless%20Lion.jpeg,$2.75,$5.89,114.18%
Cargill Meat Solutions ,Shoulder Blade Pork Chops,Pork Chops,2023,https://storage.googleapis.com/aysa-meats/Pork%20Shoulder%20Blade.jpeg,$1.60,$3.29,105.63%
Cargill Meat Solutions ,Shoulder Picnic Pork Chops,Pork Chops,2023,https://storage.googleapis.com/aysa-meats/Pork%20Shoulder%20Picnic%20.jpeg,$1.42,$2.99,110.56%
Cargill Meat Solutions ,Pork Belly,Belly,2023,https://storage.googleapis.com/aysa-meats/Pork%20Belly.jpeg,$2.90,$6.29,116.90%
Cargill Meat Solutions ,Pork Chops,Chops,2023,https://storage.googleapis.com/aysa-meats/Pork%20Chop.jpeg,$3.30,$7.09,114.85%
Cargill Meat Solutions ,Tenderloin Pork Chops,Pork Chops,2023,https://storage.googleapis.com/aysa-meats/Pork%20Tenderloin.jpeg,$2.50,$4.89,95.60%
Cargill Meat Solutions ,Sirloin Pork Chops,Pork Chops,2023,https://storage.googleapis.com/aysa-meats/Pork%20Sirloin.jpeg,$3.80,$7.89,107.63%
Cargill Meat Solutions ,Rib Racks Pork,Pork Ribs,2023,https://storage.cloud.google.com/aysa-meats/Pork%20Rib%20Racks.jpeg,$2.25,$4.19,86.22%
Cargill Meat Solutions ,Petite Racks Pork,Pork Ribs,2023,https://storage.googleapis.com/aysa-meats/Pork%20Petite%20Racks.jpeg,$3.55,$7.39,108.17%
Cargill Meat Solutions ,Jowl Pork,Jowl,2023,https://storage.googleapis.com/aysa-meats/Pork%20jowl.jpeg,$3.80,$7.89,107.63%
Cargill Meat Solutions ,Ground Pork,Ground,2023,https://storage.googleapis.com/aysa-meats/Pork%20Ground%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20.jpeg,$1.20,$2.49,107.50%
Cargill Meat Solutions ,Diced Pork,Diced,2023,https://storage.googleapis.com/aysa-meats/Pork%20diced%20.jpeg,$2.35,$4.19,78.30%
Cargill Meat Solutions ,Bone-in Loin Pork Ribs,Ribs,2022,https://storage.googleapis.com/aysa-meats/Pork%20Bone-in%20Lion.jpeg,$2.50,$4.49,79.60%
Cargill Meat Solutions ,Boneless Loin Pork Chops,Pork Chops,2022,https://storage.googleapis.com/aysa-meats/Pork%20Boneless%20Lion.jpeg,$2.50,$5.29,111.60%
Cargill Meat Solutions ,Shoulder Blade Pork Chops,Pork Chops,2022,https://storage.googleapis.com/aysa-meats/Pork%20Shoulder%20Blade.jpeg,$1.45,$2.99,106.21%
Cargill Meat Solutions ,Shoulder Picnic Pork Chops,Pork Chops,2022,https://storage.googleapis.com/aysa-meats/Pork%20Shoulder%20Picnic%20.jpeg,$1.25,$2.69,115.20%
Cargill Meat Solutions ,Pork Belly,Belly,2022,https://storage.googleapis.com/aysa-meats/Pork%20Belly.jpeg,$2.65,$5.79,118.49%
Cargill Meat Solutions ,Bacon Bacon,Bacon,2025,https://storage.googleapis.com/aysa-meat-pics/Beef%20Bacon.jpeg,$2.25,$4.39,95.11%
Cargill Meat Solutions ,Pork Chops,Chops,2022,https://storage.googleapis.com/aysa-meats/Pork%20Chop.jpeg,$3.40,$7.19,111.47%
Cargill Meat Solutions ,Tenderloin Pork Chops,Pork Chops,2022,https://storage.googleapis.com/aysa-meats/Pork%20Tenderloin.jpeg,$2.00,$3.79,89.50%
Cargill Meat Solutions ,Sirloin Pork Chops,Pork Chops,2022,https://storage.googleapis.com/aysa-meats/Pork%20Sirloin.jpeg,$3.20,$6.69,109.06%
Cargill Meat Solutions ,Rib Racks Pork,Pork Ribs,2022,https://storage.cloud.google.com/aysa-meats/Pork%20Rib%20Racks.jpeg,$3.45,$7.19,108.41%
Cargill Meat Solutions ,Petite Racks Pork,Pork Ribs,2022,https://storage.googleapis.com/aysa-meats/Pork%20Petite%20Racks.jpeg,$1.05,$2.19,108.57%
Cargill Meat Solutions ,Jowl Pork,Jowl,2022,https://storage.googleapis.com/aysa-meats/Pork%20jowl.jpeg,$2.10,$3.79,80.48%
Cargill Meat Solutions ,Ground Pork,Ground,2022,https://storage.googleapis.com/aysa-meats/Pork%20Ground%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20.jpeg,$2.20,$3.99,81.36%
Cargill Meat Solutions ,Diced Pork,Diced,2022,https://storage.googleapis.com/aysa-meats/Pork%20diced%20.jpeg,$0.63,$2.50,296.80%
Cargill Meat Solutions ,Bone-in Loin Pork Ribs,Ribs,2021,https://storage.googleapis.com/aysa-meats/Pork%20Bone-in%20Lion.jpeg,$1.85,$3.79,104.86%
Cargill Meat Solutions ,Boneless Loin Pork Chops,Pork Chops,2021,https://storage.googleapis.com/aysa-meats/Pork%20Boneless%20Lion.jpeg,$2.50,$5.29,111.60%
Cargill Meat Solutions ,Shoulder Blade Pork Chops,Pork Chops,2021,https://storage.googleapis.com/aysa-meats/Pork%20Shoulder%20Blade.jpeg,$1.45,$2.99,106.21%
Cargill Meat Solutions ,Shoulder Picnic Pork Chops,Pork Chops,2021,https://storage.googleapis.com/aysa-meats/Pork%20Shoulder%20Picnic%20.jpeg,$1.25,$2.69,115.20%
Cargill Meat Solutions ,Pork Belly,Belly,2021,https://storage.googleapis.com/aysa-meats/Pork%20Belly.jpeg,$2.65,$5.79,118.49%
Cargill Meat Solutions ,Pork Chops,Chops,2021,https://storage.googleapis.com/aysa-meats/Pork%20Chop.jpeg,$2.25,$4.39,95.11%
Cargill Meat Solutions ,Tenderloin Pork Chops,Pork Chops,2021,https://storage.googleapis.com/aysa-meats/Pork%20Tenderloin.jpeg,$3.40,$7.19,111.47%
Cargill Meat Solutions ,Sirloin Pork Chops,Pork Chops,2021,https://storage.googleapis.com/aysa-meats/Pork%20Sirloin.jpeg,$2.00,$3.79,89.50%
Cargill Meat Solutions ,Rib Racks Pork,Pork Ribs,2021,https://storage.cloud.google.com/aysa-meats/Pork%20Rib%20Racks.jpeg,$3.20,$6.69,109.06%
Cargill Meat Solutions ,Petite Racks Pork,Pork Ribs,2021,https://storage.googleapis.com/aysa-meats/Pork%20Petite%20Racks.jpeg,$3.45,$7.19,108.41%
Cargill Meat Solutions ,Jowl Pork,Jowl,2021,https://storage.googleapis.com/aysa-meats/Pork%20jowl.jpeg,$1.05,$2.19,108.57%
Cargill Meat Solutions ,Ground Pork,Ground,2021,https://storage.googleapis.com/aysa-meats/Pork%20Ground%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20.jpeg,$2.10,$3.79,80.48%
Cargill Meat Solutions ,Diced Pork,Diced,2021,https://storage.googleapis.com/aysa-meats/Pork%20diced%20.jpeg,$2.20,$3.99,81.36%
Cargill Meat Solutions ,Whole Chicken No Giblets,Whole Chicken ,2025,https://storage.googleapis.com/aysa-meats/Checken%20Whole%20Chicken.jpeg,$1.35,$2.99,121.41%
Cargill Meat Solutions ,Whole Chicken Spatchcook,Whole Chicken ,2025,https://storage.googleapis.com/aysa-meats/Checken%20Whole%20Chicken.jpeg,$1.45,$3.19,120.00%
Cargill Meat Solutions ,Chicken Wings Split,Chicken Wings,2025,https://storage.googleapis.com/aysa-meats/Chicken%20Wings.jpeg,$2.20,$4.79,117.73%
Cargill Meat Solutions ,Chicken Wings Drumettes,Chicken Wings,2025,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Wings%20Drumettes.jpeg,$2.40,$5.19,116.25%
Cargill Meat Solutions ,Chicken Drumsticks Skin-on,Chicken Drumsticks,2025,https://storage.googleapis.com/aysa-meats/Chicken%20Drumstick.jpeg,$1.60,$3.49,118.13%
Cargill Meat Solutions ,Chicken Drumsticks Skinless,Chicken Drumsticks,2025,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg,$1.70,$3.79,122.94%
Cargill Meat Solutions ,Chicken Strips,Chicken,2025,https://storage.googleapis.com/aysa-meats/Chicken%20Strips.jpeg,$2.75,$6.29,128.73%
Cargill Meat Solutions ,Chicken Breast Bone-in Breast,Chicken Breast ,2025,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Breast%20Bone-in%20Breast.jpeg,$2.20,$4.39,99.55%
Cargill Meat Solutions ,Chicken Breast Boneless Breast,Chicken Breast ,2025,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Breast%20Boneless%20Breast.jpeg,$3.50,$7.29,108.29%
Cargill Meat Solutions ,Chicken Breast Tenderloins (Tenders),Chicken Breast ,2025,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg,$3.70,$7.69,107.84%
Cargill Meat Solutions ,Chicken Thighs Boneless/Skinless,Chicken Thighs ,2025,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Thighs%20%20Boneless%3ASkinless.jpeg,$2.30,$4.99,116.96%
Cargill Meat Solutions ,Chicken Thighs Bone-in Skin-on,Chicken Thighs ,2025,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg,$1.90,$3.99,110.00%
Cargill Meat Solutions ,Chicken Legs Leg Quarters,Chicken Legs,2025,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg,$1.55,$3.29,112.26%
Cargill Meat Solutions ,Chicken Legs Whole Leg,Chicken Legs,2025,https://storage.googleapis.com/aysa-meats/Chicken%20Legs%20.jpeg,$1.65,$3.49,111.52%
Cargill Meat Solutions ,Whole Chicken No Giblets,Whole Chicken ,2024,https://storage.googleapis.com/aysa-meats/Checken%20Whole%20Chicken.jpeg,$1.30,$2.85,119.23%
Cargill Meat Solutions ,Whole Chicken Spatchcook,Whole Chicken ,2024,https://storage.googleapis.com/aysa-meats/Checken%20Whole%20Chicken.jpeg,$1.40,$3.05,117.86%
Cargill Meat Solutions ,Chicken Wings Split,Chicken Wings,2024,https://storage.googleapis.com/aysa-meats/Chicken%20Wings.jpeg,$2.10,$4.59,118.57%
Cargill Meat Solutions ,Chicken Wings Drumettes,Chicken Wings,2024,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Wings%20Drumettes.jpeg,$2.30,$4.95,115.22%
Cargill Meat Solutions ,Chicken Drumsticks Skin-on,Chicken Drumsticks,2024,https://storage.googleapis.com/aysa-meats/Chicken%20Drumstick.jpeg,$1.55,$3.39,118.71%
Cargill Meat Solutions ,Chicken Drumsticks Skinless,Chicken Drumsticks,2024,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg,$1.65,$3.59,117.58%
Cargill Meat Solutions ,Chicken Strips,Chicken,2024,https://storage.googleapis.com/aysa-meats/Chicken%20Strips.jpeg,$2.60,$5.99,130.38%
Cargill Meat Solutions ,Chicken Breast Bone-in Breast,Chicken Breast ,2024,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Breast%20Bone-in%20Breast.jpeg,$2.10,$4.19,99.52%
Cargill Meat Solutions ,Chicken Breast Boneless Breast,Chicken Breast ,2024,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Breast%20Boneless%20Breast.jpeg,$3.30,$6.89,108.79%
Cargill Meat Solutions ,Chicken Breast Tenderloins (Tenders),Chicken Breast ,2024,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg,$3.50,$7.29,108.29%
Cargill Meat Solutions ,Chicken Thighs Boneless/Skinless,Chicken Thighs ,2024,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Thighs%20%20Boneless%3ASkinless.jpeg,$2.20,$4.79,117.73%
Cargill Meat Solutions ,Chicken Thighs Bone-in Skin-on,Chicken Thighs ,2024,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg,$1.80,$3.79,110.56%
Cargill Meat Solutions ,Chicken Legs Leg Quarters,Chicken Legs,2024,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg,$1.50,$3.19,112.67%
Cargill Meat Solutions ,Chicken Legs Whole Leg,Chicken Legs,2024,https://storage.googleapis.com/aysa-meats/Chicken%20Legs%20.jpeg,$1.60,$3.39,111.88%
Cargill Meat Solutions ,Whole Chicken No Giblets,Whole Chicken ,2023,https://storage.googleapis.com/aysa-meats/Checken%20Whole%20Chicken.jpeg,$0.98,$2.00,104.10%
Cargill Meat Solutions ,Whole Chicken Spatchcook,Whole Chicken ,2023,https://storage.googleapis.com/aysa-meats/Checken%20Whole%20Chicken.jpeg,$1.30,$2.85,119.23%
Cargill Meat Solutions ,Chicken Wings Split,Chicken Wings,2023,https://storage.googleapis.com/aysa-meats/Chicken%20Wings.jpeg,$1.40,$3.05,117.86%
Cargill Meat Solutions ,Chicken Wings Drumettes,Chicken Wings,2023,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Wings%20Drumettes.jpeg,$2.10,$4.59,118.57%
Cargill Meat Solutions ,Chicken Drumsticks Skin-on,Chicken Drumsticks,2023,https://storage.googleapis.com/aysa-meats/Chicken%20Drumstick.jpeg,$2.30,$4.95,115.22%
Cargill Meat Solutions ,Chicken Drumsticks Skinless,Chicken Drumsticks,2023,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg,$1.55,$3.39,118.71%
Cargill Meat Solutions ,Chicken Strips,Chicken,2023,https://storage.googleapis.com/aysa-meats/Chicken%20Strips.jpeg,$1.65,$3.59,117.58%
Cargill Meat Solutions ,Chicken Breast Bone-in Breast,Chicken Breast ,2023,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Breast%20Bone-in%20Breast.jpeg,$2.60,$5.99,130.38%
Cargill Meat Solutions ,Chicken Breast Boneless Breast,Chicken Breast ,2023,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Breast%20Boneless%20Breast.jpeg,$2.10,$4.19,99.52%
Cargill Meat Solutions ,Chicken Breast Tenderloins (Tenders),Chicken Breast ,2023,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg,$3.30,$6.89,108.79%
Cargill Meat Solutions ,Chicken Thighs Boneless/Skinless,Chicken Thighs ,2023,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Thighs%20%20Boneless%3ASkinless.jpeg,$3.50,$7.29,108.29%
Cargill Meat Solutions ,Chicken Thighs Bone-in Skin-on,Chicken Thighs ,2023,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg,$2.20,$4.79,117.73%
Cargill Meat Solutions ,Chicken Legs Leg Quarters,Chicken Legs,2023,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg,$1.80,$3.79,110.56%
Cargill Meat Solutions ,Chicken Legs Whole Leg,Chicken Legs,2023,https://storage.googleapis.com/aysa-meats/Chicken%20Legs%20.jpeg,$1.50,$3.19,112.67%
Cargill Meat Solutions ,Whole Chicken No Giblets,Whole Chicken ,2022,https://storage.googleapis.com/aysa-meats/Checken%20Whole%20Chicken.jpeg,$1.60,$3.39,111.88%
Cargill Meat Solutions ,Whole Chicken Spatchcook,Whole Chicken ,2022,https://storage.googleapis.com/aysa-meats/Checken%20Whole%20Chicken.jpeg,$0.98,$2.00,104.10%
Cargill Meat Solutions ,Chicken Wings Split,Chicken Wings,2022,https://storage.googleapis.com/aysa-meats/Chicken%20Wings.jpeg,$1.35,$2.99,121.48%
Cargill Meat Solutions ,Chicken Wings Drumettes,Chicken Wings,2022,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Wings%20Drumettes.jpeg,$1.45,$3.19,120.00%
Cargill Meat Solutions ,Chicken Drumsticks Skin-on,Chicken Drumsticks,2022,https://storage.googleapis.com/aysa-meats/Chicken%20Drumstick.jpeg,$2.30,$5.25,128.26%
Cargill Meat Solutions ,Chicken Drumsticks Skinless,Chicken Drumsticks,2022,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg,$1.85,$3.79,104.86%
Cargill Meat Solutions ,Chicken Strips,Chicken,2022,https://storage.googleapis.com/aysa-meats/Chicken%20Strips.jpeg,$2.90,$5.99,106.55%
Cargill Meat Solutions ,Chicken Breast Bone-in Breast,Chicken Breast ,2022,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Breast%20Bone-in%20Breast.jpeg,$3.10,$6.39,106.13%
Cargill Meat Solutions ,Chicken Breast Boneless Breast,Chicken Breast ,2022,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Breast%20Boneless%20Breast.jpeg,$1.95,$4.19,114.87%
Cargill Meat Solutions ,Chicken Breast Tenderloins (Tenders),Chicken Breast ,2022,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg,$1.60,$3.49,118.13%
Cargill Meat Solutions ,Chicken Thighs Boneless/Skinless,Chicken Thighs ,2022,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Thighs%20%20Boneless%3ASkinless.jpeg,$1.35,$2.85,111.11%
Cargill Meat Solutions ,Chicken Thighs Bone-in Skin-on,Chicken Thighs ,2022,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg,$1.45,$3.05,110.34%
Cargill Meat Solutions ,Chicken Legs Leg Quarters,Chicken Legs,2022,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg,$0.65,$1.40,115.40%
Cargill Meat Solutions ,Chicken Legs Whole Leg,Chicken Legs,2022,https://storage.googleapis.com/aysa-meats/Chicken%20Legs%20.jpeg,$1.85,$3.99,115.68%
Cargill Meat Solutions ,Whole Chicken No Giblets,Whole Chicken ,2021,https://storage.googleapis.com/aysa-meats/Checken%20Whole%20Chicken.jpeg,$1.85,$3.99,115.68%
Cargill Meat Solutions ,Whole Chicken Spatchcook,Whole Chicken ,2021,https://storage.googleapis.com/aysa-meats/Checken%20Whole%20Chicken.jpeg,$2.00,$4.25,112.50%
Cargill Meat Solutions ,Chicken Wings Split,Chicken Wings,2021,https://storage.googleapis.com/aysa-meats/Chicken%20Wings.jpeg,$1.35,$2.99,121.48%
Cargill Meat Solutions ,Chicken Wings Drumettes,Chicken Wings,2021,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Wings%20Drumettes.jpeg,$1.45,$3.19,120.00%
Cargill Meat Solutions ,Chicken Drumsticks Skin-on,Chicken Drumsticks,2021,https://storage.googleapis.com/aysa-meats/Chicken%20Drumstick.jpeg,$2.30,$5.25,128.26%
Cargill Meat Solutions ,Chicken Drumsticks Skinless,Chicken Drumsticks,2021,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg,$1.85,$3.79,104.86%
Cargill Meat Solutions ,Chicken Strips,Chicken,2021,https://storage.googleapis.com/aysa-meats/Chicken%20Strips.jpeg,$2.90,$5.99,106.55%
Cargill Meat Solutions ,Chicken Breast Bone-in Breast,Chicken Breast ,2021,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Breast%20Bone-in%20Breast.jpeg,$3.10,$6.39,106.13%
Cargill Meat Solutions ,Chicken Breast Boneless Breast,Chicken Breast ,2021,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Breast%20Boneless%20Breast.jpeg,$1.95,$4.19,114.87%
Cargill Meat Solutions ,Chicken Breast Tenderloins (Tenders),Chicken Breast ,2021,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Drumsticks%20Skinless.jpeg,$1.60,$3.49,118.13%
Cargill Meat Solutions ,Chicken Thighs Boneless/Skinless,Chicken Thighs ,2021,https://storage.googleapis.com/aysa-meat-pics/Chicken%20Thighs%20%20Boneless%3ASkinless.jpeg,$1.35,$2.85,111.11%
Cargill Meat Solutions ,Chicken Thighs Bone-in Skin-on,Chicken Thighs ,2021,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg,$1.45,$3.05,110.34%
Cargill Meat Solutions ,Chicken Legs Leg Quarters,Chicken Legs,2021,https://storage.googleapis.com/aysa-meats/Chicken%20Thighs.jpeg,$0.65,$1.40,115.40%
Cargill Meat Solutions ,Chicken Legs Whole Leg,Chicken Legs,2021,https://storage.googleapis.com/aysa-meats/Chicken%20Legs%20.jpeg,$1.85,$3.99,115.68%
UBS USA Holdings ,Tenderloin Steak Beef,Tenderloin,2025,https://storage.googleapis.com/aysa-meats/Beef%20diced.jpeg,$12.50,$22.99,83.92%
UBS USA Holdings ,T-bone Steak Beef,T-bone  ,2025,https://storage.googleapis.com/aysa-meats/Beef%20T-bone%20Steak%20.jpeg,$10.00,$18.99,89.90%
UBS USA Holdings ,New York Strip Steak Beef,New York Strip ,2025,https://storage.googleapis.com/aysa-meats/Beef%20New%20York%20Strip%20Steak.jpeg,$11.25,$20.49,82.13%
UBS USA Holdings ,Chuck Steak Beef,Chuck  ,2025,https://storage.googleapis.com/aysa-meats/Beef%20Chuck%20Steak%20.jpeg,$6.50,$11.99,84.46%
UBS USA Holdings ,Round Steak Beef,Round  ,2025,https://storage.googleapis.com/aysa-meats/Beef%20Round%20Steak%20.jpeg,$6.00,$10.99,83.17%
UBS USA Holdings ,Flunk Steak Beef,Flunk ,2025,https://storage.googleapis.com/aysa-meats/Beef%20Flunk%20Steak.jpeg,$5.50,$9.99,81.64%
UBS USA Holdings ,Sirloin Steak Beef,Sirloin,2025,https://storage.googleapis.com/aysa-meats/Beef%20Sirloin%20Steak.jpeg,$8.50,$15.49,82.24%
UBS USA Holdings ,Ground Beef,Beef,2025,https://storage.googleapis.com/aysa-meats/Beef%20Gound%20.jpeg,$4.20,$7.99,90.24%
UBS USA Holdings ,Diced Steak Beef,Diced,2025,https://storage.googleapis.com/aysa-meats/Beef%20diced.jpeg,$5.80,$10.49,80.86%
UBS USA Holdings ,Ribeye Steak Beef,Ribeye,2025,https://storage.googleapis.com/aysa-meats/Beef%20diced.jpeg,$11.75,$21.99,87.15%
UBS USA Holdings ,Skirt Steak Beef,Skirt,2025,https://storage.googleapis.com/aysa-meats/Beef%20T-bone%20Steak%20.jpeg,$8.25,$15.99,93.82%
UBS USA Holdings ,Hanger Steak Beef,Hanger,2025,https://storage.googleapis.com/aysa-meat-pics/Beef%20Hanger%20Steak%20Beef.jpeg,$7.75,$14.49,86.97%
UBS USA Holdings ,Roast Chuck Beef,Roast Beef,2025,https://storage.googleapis.com/aysa-meats/Beef%20Chuck%20Steak%20.jpeg,$7.00,$12.49,78.43%
UBS USA Holdings ,Brisket Flat Beef,Brisket,2025,https://storage.googleapis.com/aysa-meats/Beef%20New%20York%20Strip%20Steak.jpeg,$6.80,$11.49,68.97%
UBS USA Holdings ,Brisket Point Cut Beef,Brisket,2025,https://storage.googleapis.com/aysa-meats/Beef%20Flunk%20Steak.jpeg,$6.50,$10.99,69.08%
UBS USA Holdings ,Prime Rib Beef,Beef,2025,https://storage.googleapis.com/aysa-meats/Beef%20Flunk%20Steak.jpeg,$13.00,$24.99,92.23%
UBS USA Holdings ,Gound Beef 80/20,Ground Beef,2025,https://storage.googleapis.com/aysa-meats/Beef%20Gound%20.jpeg,$4.00,$7.49,87.25%
UBS USA Holdings ,Gound Beef 90/10,Ground Beef,2025,https://storage.googleapis.com/aysa-meats/Beef%20Gound%20.jpeg,$4.50,$8.49,88.67%
UBS USA Holdings ,Stew Meat Beef,Beef,2025,https://storage.googleapis.com/aysa-meats/Beef%20diced.jpeg,$6.20,$11.29,82.10%
UBS USA Holdings ,Short Ribs Beef,Beef,2025,https://storage.googleapis.com/aysa-meat-pics/Beef%20Short%20Ribs%20Beef%20.jpeg,$7.25,$13.49,86.07%
UBS USA Holdings ,Chuck Steak Beef,Chuck  ,2024,https://storage.googleapis.com/aysa-meats/Beef%20diced.jpeg,$6.10,$11.25,84.43%
UBS USA Holdings ,Round Steak Beef,Round  ,2024,https://storage.googleapis.com/aysa-meats/Beef%20T-bone%20Steak%20.jpeg,$5.60,$10.49,87.32%
UBS USA Holdings ,Flunk Steak Beef,Flunk ,2024,https://storage.googleapis.com/aysa-meats/Beef%20New%20York%20Strip%20Steak.jpeg,$5.10,$9.39,84.12%
UBS USA Holdings ,Sirloin Steak Beef,Sirloin,2024,https://storage.googleapis.com/aysa-meats/Beef%20Chuck%20Steak%20.jpeg,$7.95,$14.49,82.26%
UBS USA Holdings ,Ground Beef,Beef,2024,https://storage.googleapis.com/aysa-meats/Beef%20Round%20Steak%20.jpeg,$3.95,$7.49,89.62%
UBS USA Holdings ,Diced Beef,Beef,2024,https://storage.googleapis.com/aysa-meats/Beef%20Flunk%20Steak.jpeg,$5.40,$9.79,81.30%
UBS USA Holdings ,Ribeye Steak Beef,Ribeye,2024,https://storage.googleapis.com/aysa-meats/Beef%20Sirloin%20Steak.jpeg,$11.00,$20.49,86.27%
UBS USA Holdings ,Skirt Steak Beef,Skirt,2024,https://storage.googleapis.com/aysa-meats/Beef%20Gound%20.jpeg,$7.70,$14.89,93.38%
